Course Code,Title,Subject,Instructor,Sections,Students Enrolled,Average GPA
PHYS 427,Thermal & Statistical Physics,PHYS,"Dahmen, K.",6,243,3.2869547325102877
PHYS 435,Electromagnetic Fields I,PHYS,All Sections,11,774,3.3485788113695087
PHYS 435,Electromagnetic Fields I,PHYS,"Eckstein, J.",5,300,3.5757666666666665
PHYS 435,Electromagnetic Fields I,PHYS,"Hooberman, B.",2,160,3.287375
PHYS 435,Electromagnetic Fields I,PHYS,"Abbamonte, P.",4,314,3.162707006369427
PHYS 436,Electromagnetic Fields II,PHYS,All Sections,11,512,3.38056640625
PHYS 436,Electromagnetic Fields II,PHYS,"Eckstein, J.",5,195,3.6210769230769224
PHYS 436,Electromagnetic Fields II,PHYS,"Abbamonte, P.",5,268,3.293731343283582
PHYS 436,Electromagnetic Fields II,PHYS,"Kou, A.",1,49,2.898367346938776
PHYS 446,Modern Computational Physics,PHYS,"Wagner, L.",1,30,3.4556666666666667
PHYS 460,Condensed Matter Physics,PHYS,All Sections,4,131,3.4506106870229014
PHYS 460,Condensed Matter Physics,PHYS,"Wagner, L.",1,28,3.5714285714285707
PHYS 460,Condensed Matter Physics,PHYS,"Lu, Y.",1,30,3.4226666666666667
PHYS 460,Condensed Matter Physics,PHYS,"Mahmood, F.",2,73,3.415753424657534
PHYS 470,Subatomic Physics,PHYS,All Sections,3,92,3.3298913043478247
PHYS 470,Subatomic Physics,PHYS,"El-Khadra, A.",1,43,3.667209302325581
PHYS 470,Subatomic Physics,PHYS,"Neubauer, M.",2,49,3.033877551020408
PHYS 485,Atomic Phys & Quantum Theory,PHYS,All Sections,5,187,3.1411764705882357
PHYS 485,Atomic Phys & Quantum Theory,PHYS,"Vishveshwara, S.",4,159,3.1722641509433966
PHYS 485,Atomic Phys & Quantum Theory,PHYS,"Filippini, J.",1,28,2.9646428571428567
PHYS 486,Quantum Physics I,PHYS,All Sections,8,497,3.204164989939638
PHYS 486,Quantum Physics I,PHYS,"Makins, N.",1,51,3.464509803921569
PHYS 486,Quantum Physics I,PHYS,"Faulkner, T.",2,127,3.215590551181102
PHYS 486,Quantum Physics I,PHYS,"Shelton, J.",2,100,3.210600000000001
PHYS 486,Quantum Physics I,PHYS,"Pfaff, W.",2,157,3.193312101910828
PHYS 486,Quantum Physics I,PHYS,"Madhavan, V.",1,62,2.983709677419355
PHYS 487,Quantum Physics II,PHYS,All Sections,9,402,3.210572139303483
PHYS 487,Quantum Physics II,PHYS,"Beck, D.",1,50,3.3533999999999997
PHYS 487,Quantum Physics II,PHYS,"Pfaff, W.",1,42,3.270238095238095
PHYS 487,Quantum Physics II,PHYS,"Bradlyn, B.",1,36,3.267777777777778
PHYS 487,Quantum Physics II,PHYS,"Shelton, J.",1,32,3.2503124999999997
PHYS 487,Quantum Physics II,PHYS,"Makins, N.",1,51,3.241176470588235
PHYS 487,Quantum Physics II,PHYS,"Faulkner, T.",2,94,3.177234042553192
PHYS 487,Quantum Physics II,PHYS,"Madhavan, V.",2,97,3.09298969072165
PHYS 496,Communicating in Physics,PHYS,"Elliott, C.",2,43,3.7600000000000007
PHYS 498,Special Topics in Physics,PHYS,All Sections,3,78,3.4403846153846156
PHYS 498,Special Topics in Physics,PHYS,"Neubauer, M.",1,25,3.8272000000000004
PHYS 498,Special Topics in Physics,PHYS,"Clark, B.",2,53,3.2579245283018867
PHYS 504,Statistical Physics,PHYS,All Sections,3,77,3.801168831168831
PHYS 504,Statistical Physics,PHYS,"Leite Noronha, J.",2,55,3.818545454545455
PHYS 504,Statistical Physics,PHYS,"Goldenfeld, N.",1,22,3.757727272727273
PHYS 505,Classical Electromagnetism,PHYS,"Abbamonte, P.",1,31,3.967741935483871
PHYS 508,Mathematical Physics I,PHYS,All Sections,2,53,3.5786792452830185
PHYS 508,Mathematical Physics I,PHYS,"Stone, M.",1,29,3.632068965517242
PHYS 508,Mathematical Physics I,PHYS,"Draper, P.",1,24,3.514166666666666
PHYS 513,Quantum Optics & Information,PHYS,"Kwiat, P.",1,22,3.545
PHYS 514,Modern Atomic Physics,PHYS,"Goldschmidt, E.",1,22,3.8027272727272727
PHYS 515,General Relativity I,PHYS,All Sections,2,49,3.4424489795918367
PHYS 515,General Relativity I,PHYS,"Witek, H.",1,23,3.6669565217391304
PHYS 515,General Relativity I,PHYS,"Yunes, N.",1,26,3.243846153846154
PHYS 560,Condensed Matter Physics I,PHYS,All Sections,4,125,3.89072
PHYS 560,Condensed Matter Physics I,PHYS,"Hughes, T.",3,86,3.907093023255814
PHYS 560,Condensed Matter Physics I,PHYS,"Madhavan, V.",1,39,3.8546153846153848
PHYS 580,Quantum Mechanics I,PHYS,All Sections,6,202,3.521584158415841
PHYS 580,Quantum Mechanics I,PHYS,"Leite Noronha, J.",2,77,3.852727272727273
PHYS 580,Quantum Mechanics I,PHYS,"Song, J.",1,34,3.5588235294117645
PHYS 580,Quantum Mechanics I,PHYS,"Leigh, R.",3,91,3.227472527472528
PHYS 581,Quantum Mechanics II,PHYS,"Leigh, R.",1,24,3.5416666666666665
PHYS 582,General Field Theory,PHYS,All Sections,2,49,3.6940816326530617
PHYS 582,General Field Theory,PHYS,"Leigh, R.",1,23,3.826521739130435
PHYS 582,General Field Theory,PHYS,"Fradkin, E.",1,26,3.576923076923077
PHYS 596,Graduate Physics Orientation,PHYS,"Cooper, S.",1,38,3.938947368421053
PHYS 598,AdS/QFT Correspondence,PHYS,"Leigh, R.",1,23,3.970869565217391
PHYS 598,Special Topics in Physics,PHYS,All Sections,2,50,3.847
PHYS 598,Special Topics in Physics,PHYS,"Madhavan, V.",1,23,3.9130434782608696
PHYS 598,Special Topics in Physics,PHYS,"Song, J.",1,27,3.7907407407407407
PLPA 200,"Plants, Pathogens, and People",PLPA,"Lambert, K.",10,1853,3.8303669724770644
PLPA 204,Introductory Plant Pathology,PLPA,"Schroeder, N.",1,48,3.063125
POL 115,Intro to Polish Culture,POL,"Gasyna, G.",2,76,3.7989473684210524
PORT 150,Writing Brazilians into U.S.,PORT,All Sections,2,54,3.8396296296296293
PORT 150,Writing Brazilians into U.S.,PORT,"Karam, J.",1,24,3.9029166666666666
PORT 150,Writing Brazilians into U.S.,PORT,"Martins Freitas, C.",1,30,3.789
PS 100,Intro to Political Science,PS,All Sections,26,2352,3.395263605442177
PS 100,Intro to Political Science,PS,"Shen, S.",1,25,3.7868
PS 100,Intro to Political Science,PS,"Cho, J.",1,28,3.678928571428571
PS 100,Intro to Political Science,PS,"Ahn, S.",1,72,3.658194444444445
PS 100,Intro to Political Science,PS,"Leffingwell, S.",1,73,3.6265753424657534
PS 100,Intro to Political Science,PS,"Yang, Y.",2,263,3.533764258555133
PS 100,Intro to Political Science,PS,"Rha, Y.",3,219,3.504155251141553
PS 100,Intro to Political Science,PS,"Pryor, M.",1,66,3.4904545454545457
PS 100,Intro to Political Science,PS,"Bail, K.",3,113,3.4638053097345134
PS 100,Intro to Political Science,PS,"Ksiazkiewicz, A.",2,387,3.440645994832041
PS 100,Intro to Political Science,PS,"Mettler, M.",1,22,3.409090909090909
PS 100,Intro to Political Science,PS,"Lu, L.",1,72,3.403333333333333
PS 100,Intro to Political Science,PS,"Kim, M.",2,137,3.3192700729927003
PS 100,Intro to Political Science,PS,"Griffin, C.",1,66,3.318939393939394
PS 100,Intro to Political Science,PS,"Lee, J.",1,24,3.2925
PS 100,Intro to Political Science,PS,"Kourtikakis, K.",3,688,3.2546075581395355
PS 100,Intro to Political Science,PS,"Wisnosky, D.",1,70,3.1719999999999997
PS 100,Intro to Political Science,PS,"Jung, S.",1,27,2.8033333333333332
PS 101,Intro to US Gov & Pol,PS,"Sin, G.",8,936,3.456185897435897
PS 152,The New Middle East,PS,"Livny, A.",4,338,3.412544378698225
PS 170,"Power, Politics, and Protest",PS,"Frost, S.",1,86,3.7906976744186047
PS 180,IntroPolitics of Globalization,PS,"Yang, Y.",3,196,3.5119897959183675
PS 191,Civic Careers,PS,"Hinchliffe, J.",1,21,3.683809523809524
PS 199,Drones and Asymmetric Warfare,PS,"Grossman, N.",6,216,3.5607407407407403
PS 199,Election 2020,PS,"Mondak, J.",1,42,3.317619047619048
PS 199,Election 2022,PS,"Mondak, J.",1,85,3.2597647058823527
PS 199,Election 2024,PS,"Mondak, J.",1,74,3.293243243243243
PS 199,Elections 2024,PS,"Mondak, J.",1,77,3.4285714285714284
PS 199,Intro to Political Violence,PS,"Prorok, A.",1,89,3.097752808988764
PS 199,Politics of the Internet,PS,"Grossman, N.",1,25,3.7076
PS 201,US Racial & Ethnic Politics,PS,All Sections,31,1939,3.3309489427539964
PS 201,US Racial & Ethnic Politics,PS,"Tuhtasunov, I.",1,69,3.8021739130434784
PS 201,US Racial & Ethnic Politics,PS,"Garcia, L.",1,60,3.7056666666666667
PS 201,US Racial & Ethnic Politics,PS,"Leffingwell, S.",1,68,3.691764705882353
PS 201,US Racial & Ethnic Politics,PS,"Griffin, C.",1,68,3.672352941176471
PS 201,US Racial & Ethnic Politics,PS,"Wisnosky, D.",1,66,3.6413636363636366
PS 201,US Racial & Ethnic Politics,PS,"Wong, C.",1,88,3.5155681818181814
PS 201,US Racial & Ethnic Politics,PS,"Warland, S.",1,68,3.485588235294118
PS 201,US Racial & Ethnic Politics,PS,"Jung, S.",4,257,3.477626459143969
PS 201,US Racial & Ethnic Politics,PS,"Pryor, M.",3,190,3.382894736842106
PS 201,US Racial & Ethnic Politics,PS,"Agosto Rosa, R.",1,67,3.3632835820895517
PS 201,US Racial & Ethnic Politics,PS,"Raynal, I.",2,138,3.336014492753623
PS 201,US Racial & Ethnic Politics,PS,"Moreira, J.",3,175,3.3163428571428577
PS 201,US Racial & Ethnic Politics,PS,"Mullins, S.",3,132,3.2274999999999996
PS 201,US Racial & Ethnic Politics,PS,"Chu, Y.",1,66,3.2183333333333333
PS 201,US Racial & Ethnic Politics,PS,"Lewis, A.",1,66,3.025606060606061
PS 201,US Racial & Ethnic Politics,PS,"Cho, H.",2,133,2.9754887218045107
PS 201,US Racial & Ethnic Politics,PS,"Lee, Y.",1,67,2.9659701492537316
PS 201,US Racial & Ethnic Politics,PS,"Khan, A.",2,129,2.9279069767441865
PS 201,US Racial & Ethnic Politics,PS,"Steur, J.",1,32,2.3025
PS 202,Religion & Politics in the US,PS,"Rudolph, T.",3,179,3.501173184357542
PS 214,American Indian Law & Politics,PS,"Pahre, R.",4,116,3.2272413793103443
PS 220,Intro to Public Policy,PS,"Ashley, J.",10,1065,3.3320000000000003
PS 224,Politics of the National Parks,PS,All Sections,6,332,3.085813253012048
PS 224,Politics of the National Parks,PS,"Uhall, M.",1,29,3.8168965517241378
PS 224,Politics of the National Parks,PS,"Pahre, R.",5,303,3.015841584158416
PS 225,Environmental Politics&Policy,PS,"Pahre, R.",3,111,3.0481981981981985
PS 230,Intro to Pol Research,PS,All Sections,9,265,3.4267924528301887
PS 230,Intro to Pol Research,PS,"Cho, J.",1,33,3.7881818181818185
PS 230,Intro to Pol Research,PS,"Ahn, S.",1,34,3.764705882352941
PS 230,Intro to Pol Research,PS,"Moreira, J.",2,52,3.4169230769230774
PS 230,Intro to Pol Research,PS,"Migotto Brandol, L.",1,24,3.3066666666666666
PS 230,Intro to Pol Research,PS,"Kim, S.",2,50,3.2870000000000004
PS 230,Intro to Pol Research,PS,"Cohen, E.",1,43,3.279302325581396
PS 230,Intro to Pol Research,PS,"Lu, L.",1,29,3.196206896551724
PS 231,Strategic Models,PS,"Carroll, R.",4,171,3.3102923976608185
PS 240,Intro to Comp Politics,PS,All Sections,5,352,3.4640625
PS 240,Intro to Comp Politics,PS,"Livny, A.",3,204,3.483578431372548
PS 240,Intro to Comp Politics,PS,"Webb Williams, N.",2,148,3.437162162162162
PS 241,Comp Politics in Dev Nations,PS,All Sections,12,769,3.2010793237971398
PS 241,Comp Politics in Dev Nations,PS,"Iannantuoni, A.",1,30,3.4673333333333334
PS 241,Comp Politics in Dev Nations,PS,"Rha, Y.",1,71,3.4511267605633806
PS 241,Comp Politics in Dev Nations,PS,"Leffingwell, S.",2,58,3.42551724137931
PS 241,Comp Politics in Dev Nations,PS,"Livny, A.",3,389,3.216298200514139
PS 241,Comp Politics in Dev Nations,PS,"Tuhtasunov, I.",1,70,3.1008571428571425
PS 241,Comp Politics in Dev Nations,PS,"Scheirer, J.",1,74,3.0767567567567564
PS 241,Comp Politics in Dev Nations,PS,"Shen, S.",1,22,3.0454545454545454
PS 241,Comp Politics in Dev Nations,PS,"Shin, H.",1,30,2.9673333333333334
PS 241,Comp Politics in Dev Nations,PS,"Kim, S.",1,25,2.48
PS 250,Rise Up: Organizing Resistance,PS,"Khoury, R.",2,169,3.676745562130177
PS 270,Intro to Political Theory,PS,All Sections,7,868,3.4573617511520736
PS 270,Intro to Political Theory,PS,"Ahn, S.",1,87,3.7474712643678156
PS 270,Intro to Political Theory,PS,"Miller, B.",6,781,3.425044814340589
PS 272,Women and Politics,PS,"Warland, S.",1,29,3.425172413793103
PS 280,Intro to Intl Relations,PS,All Sections,10,747,3.130160642570281
PS 280,Intro to Intl Relations,PS,"Nagashima, D.",2,149,3.5908724832214762
PS 280,Intro to Intl Relations,PS,"Cho, J.",1,61,3.2845901639344266
PS 280,Intro to Intl Relations,PS,"Grossman, N.",4,345,3.0690434782608693
PS 280,Intro to Intl Relations,PS,"Cho, H.",2,122,2.8442622950819683
PS 280,Intro to Intl Relations,PS,"Kim, M.",1,70,2.814428571428571
PS 281,Intro to Intl Relations-ACP,PS,"Nagashima, D.",5,188,3.039148936170213
PS 282,Governing Globalization,PS,"Kourtikakis, K.",5,372,3.440188172043011
PS 283,Intro to Intl Security,PS,"Casler, D.",2,121,3.3113223140495864
PS 300,FeminismBioethicsBiopolitics,PS,"Frost, S.",1,23,3.58
PS 300,Politics & Inst in Brazil,PS,"Inacio, M.",1,21,3.6033333333333335
PS 300,Politics of the Internet,PS,"Grossman, N.",1,27,3.7655555555555558
PS 300,Social Movements & Contention,PS,"Khoury, R.",1,31,3.8609677419354838
PS 300,Terrorism,PS,"Grossman, N.",5,424,3.6020047169811322
PS 301,The US Constitution I,PS,"Uribe-McGuire, A.",5,600,3.6114333333333337
PS 302,The US Constitution II,PS,All Sections,5,474,3.591075949367088
PS 302,The US Constitution II,PS,"Uribe-McGuire, A.",4,392,3.6542857142857144
PS 302,The US Constitution II,PS,"Cho, W.",1,82,3.2889024390243904
PS 305,The US Supreme Court,PS,All Sections,9,323,3.5627863777089783
PS 305,The US Supreme Court,PS,"Pryor, M.",4,168,3.736428571428572
PS 305,The US Supreme Court,PS,"Raynal, I.",1,44,3.6370454545454547
PS 305,The US Supreme Court,PS,"Baser, E.",2,56,3.5596428571428573
PS 305,The US Supreme Court,PS,"Li, J.",1,24,3.45875
PS 305,The US Supreme Court,PS,"Steur, J.",1,31,2.6025806451612907
PS 306,Judicial Politics,PS,"Uribe-McGuire, A.",1,25,3.9732
PS 310,Politics of Organizations,PS,"Lee, J.",1,22,3.7122727272727274
PS 312,Politics and the Media,PS,"Althaus, S.",4,245,2.8777142857142866
PS 314,Political Psychology,PS,"Mondak, J.",1,71,3.05169014084507
PS 316,Latina/Latino Politics,PS,"Rodriguez, R.",4,110,3.8878181818181816
PS 318,Interests Grps & Soc Movements,PS,"Hinchliffe, J.",2,102,3.056470588235294
PS 320,Public Opinion,PS,"Rudolph, T.",4,349,3.299083094555874
PS 321,Principles of Public Policy,PS,"Hinchliffe, J.",3,164,3.112682926829268
PS 322,Law and Public Policy,PS,"Hinchliffe, J.",5,352,3.139829545454545
PS 323,Law and Representation,PS,"Cho, W.",3,248,3.26491935483871
PS 330,Intro to Political Behavior,PS,All Sections,3,248,3.3606451612903223
PS 330,Intro to Political Behavior,PS,"Ksiazkiewicz, A.",2,169,3.4620118343195263
PS 330,Intro to Political Behavior,PS,"Mondak, J.",1,79,3.1437974683544305
PS 343,Gov & Pol of China,PS,"Yang, Y.",3,164,3.264329268292683
PS 344,Gov & Pol of Japan,PS,"Nagashima, D.",2,44,3.3188636363636363
PS 347,Gov & Pol of Middle East,PS,"Livny, A.",1,48,3.1043749999999997
PS 348,Gov & Pol in Western Europe,PS,"Kourtikakis, K.",6,376,3.274015957446808
PS 351,Gov & Pol Post-Soviet States,PS,"Leff, C.",1,80,3.4550000000000005
PS 353,Gov & Pol of Latin America,PS,"Canache, D.",1,56,2.959107142857143
PS 356,Comparative Political Economy,PS,"Huh, S.",1,25,3.3739999999999997
PS 359,East Asian Politics,PS,"Nagashima, D.",1,21,3.2861904761904763
PS 370,Justice in the Law,PS,"Miller, B.",6,743,3.575477792732167
PS 372,Modern Political Theory,PS,"Frost, S.",1,25,3.4132000000000007
PS 373,Democratic Theory,PS,"Seitz, S.",1,22,2.9845454545454544
PS 381,East Asian IR,PS,"Nagashima, D.",3,75,3.4625333333333335
PS 383,Terrorism,PS,"Grossman, N.",1,88,3.6719318181818177
PS 385,Politics of the European Union,PS,All Sections,6,205,3.0798536585365848
PS 385,Politics of the European Union,PS,"Zhong, W.",1,51,3.621176470588235
PS 385,Politics of the European Union,PS,"Lee, Y.",1,22,3.2881818181818185
PS 385,Politics of the European Union,PS,"Jung, S.",1,24,3.11125
PS 385,Politics of the European Union,PS,"Huh, S.",1,38,2.8684210526315788
PS 385,Politics of the European Union,PS,"Plutowski, L.",2,70,2.724
PS 386,International Law,PS,"Diehl, P.",3,222,2.7163513513513506
PS 390,American Foreign Policy,PS,"Grossman, N.",5,421,3.6952494061757726
PS 394,Crisis Diplomacy,PS,"Vasquez, J.",1,26,3.526538461538462
PS 396,International Conflict,PS,"Prorok, A.",3,157,2.91312101910828
PS 398,Strategic Interntl Relations,PS,"Carroll, R.",4,160,3.4964375
PS 456,Democracy and Identity,PS,"Wong, C.",1,27,3.3214814814814817
PS 457,Dem Gov in a Global Setting,PS,"Yang, Y.",1,23,3.492608695652174
PS 481,Non-State Violent Actors,PS,"Prorok, A.",1,21,3.3647619047619046
PS 495,Senior Honors Seminar,PS,"Livny, A.",1,27,3.6666666666666665
PSM 501,PSM Industry Seminar I,PSM,"Bosecker, N.",1,21,3.889047619047619
PSYC 100,Intro Psych,PSYC,All Sections,265,10733,3.398511133886145
PSYC 100,Intro Psych,PSYC,"Richier, C.",2,86,3.736744186046512
PSYC 100,Intro Psych,PSYC,"Venerable, W.",7,226,3.6434955752212392
PSYC 100,Intro Psych,PSYC,"Khan, R.",1,42,3.60357142857143
PSYC 100,Intro Psych,PSYC,"Clint, E.",2,73,3.5846575342465754
PSYC 100,Intro Psych,PSYC,"Siler, J.",4,96,3.5839583333333334
PSYC 100,Intro Psych,PSYC,"Xu, J.",1,46,3.551086956521739
PSYC 100,Intro Psych,PSYC,"Baginski, C.",1,34,3.5491176470588237
PSYC 100,Intro Psych,PSYC,"Srull, T.",3,140,3.5428571428571427
PSYC 100,Intro Psych,PSYC,"Gardner, J.",2,93,3.534623655913979
PSYC 100,Intro Psych,PSYC,"Lu, Y.",4,97,3.53298969072165
PSYC 100,Intro Psych,PSYC,"Berson, T.",4,92,3.529565217391305
PSYC 100,Intro Psych,PSYC,"Shao, Z.",2,90,3.518666666666667
PSYC 100,Intro Psych,PSYC,"Mueller, R.",1,27,3.5185185185185186
PSYC 100,Intro Psych,PSYC,"Hu, Y.",4,182,3.516978021978023
PSYC 100,Intro Psych,PSYC,"Travis, L.",102,4400,3.489625
PSYC 100,Intro Psych,PSYC,"Unal, B.",11,422,3.4838151658767775
PSYC 100,Intro Psych,PSYC,"Yuquimpo, J.",2,89,3.4759550561797754
PSYC 100,Intro Psych,PSYC,"Wang, Y.",2,82,3.4637804878048777
PSYC 100,Intro Psych,PSYC,"Ding, H.",10,376,3.4593882978723403
PSYC 100,Intro Psych,PSYC,"Olshan, S.",4,93,3.459032258064516
PSYC 100,Intro Psych,PSYC,"Hwang, S.",10,334,3.451437125748502
PSYC 100,Intro Psych,PSYC,"Woods, J.",2,88,3.4470454545454547
PSYC 100,Intro Psych,PSYC,"Castro Leon, A.",2,86,3.441744186046512
PSYC 100,Intro Psych,PSYC,"Caumiant, E.",4,96,3.438541666666666
PSYC 100,Intro Psych,PSYC,"Sutkus, L.",2,90,3.4337777777777787
PSYC 100,Intro Psych,PSYC,"Flores, A.",4,169,3.424497041420119
PSYC 100,Intro Psych,PSYC,"La, R.",4,97,3.4235051546391744
PSYC 100,Intro Psych,PSYC,"Mao, S.",4,182,3.4234615384615386
PSYC 100,Intro Psych,PSYC,"Lo, Y.",8,275,3.394581818181818
PSYC 100,Intro Psych,PSYC,"Guingrich, A.",3,100,3.3869000000000007
PSYC 100,Intro Psych,PSYC,"Cooper, M.",2,90,3.3519999999999994
PSYC 100,Intro Psych,PSYC,"Huebner, P.",2,80,3.3506249999999995
PSYC 100,Intro Psych,PSYC,"Chia, L.",2,91,3.3407692307692307
PSYC 100,Intro Psych,PSYC,"Cerna, J.",4,186,3.3353763440860207
PSYC 100,Intro Psych,PSYC,"Kelley, A.",2,60,3.322333333333334
PSYC 100,Intro Psych,PSYC,"Whitlock, J.",5,213,3.3195305164319246
PSYC 100,Intro Psych,PSYC,"Lozano, E.",2,92,3.297391304347826
PSYC 100,Intro Psych,PSYC,"Sanchez Hernand, F.",2,44,3.288409090909091
PSYC 100,Intro Psych,PSYC,"Yi, J.",2,85,3.2830588235294105
PSYC 100,Intro Psych,PSYC,"Erens, J.",2,96,3.2677083333333345
PSYC 100,Intro Psych,PSYC,"Zhang, J.",2,81,3.21037037037037
PSYC 100,Intro Psych,PSYC,"Saxsma, M.",1,44,3.1972727272727273
PSYC 100,Intro Psych,PSYC,"Quan, X.",8,275,3.1678181818181814
PSYC 100,Intro Psych,PSYC,"Perriello, C.",1,46,3.0223913043478268
PSYC 100,Intro Psych,PSYC,"Quasebarth, A.",1,45,2.9708888888888896
PSYC 100,Intro Psych,PSYC,"Shenouda, C.",15,902,2.7969179600886918
PSYC 144,Stereotypes & Discrimination,PSYC,All Sections,2,153,3.7211764705882353
PSYC 144,Stereotypes & Discrimination,PSYC,"Dugan, K.",1,78,3.9103846153846153
PSYC 144,Stereotypes & Discrimination,PSYC,"Stern, C.",1,75,3.5244
PSYC 201,Intro to Social Psych,PSYC,All Sections,81,3227,3.122190889370933
PSYC 201,Intro to Social Psych,PSYC,"Rios, K.",10,383,3.3449608355091383
PSYC 201,Intro to Social Psych,PSYC,"Conroy, K.",4,157,3.2745222929936313
PSYC 201,Intro to Social Psych,PSYC,"Vahedi, M.",8,331,3.265287009063444
PSYC 201,Intro to Social Psych,PSYC,"Fu, H.",7,299,3.204548494983277
PSYC 201,Intro to Social Psych,PSYC,"Pantin, K.",4,140,3.164928571428571
PSYC 201,Intro to Social Psych,PSYC,"Dai, W.",6,237,3.1467510548523205
PSYC 201,Intro to Social Psych,PSYC,"Hyland, W.",8,316,3.1081645569620253
PSYC 201,Intro to Social Psych,PSYC,"Shenouda, C.",15,586,3.051672354948806
PSYC 201,Intro to Social Psych,PSYC,"Vogt, R.",3,127,3.0269291338582685
PSYC 201,Intro to Social Psych,PSYC,"Pang, C.",1,46,3.015
PSYC 201,Intro to Social Psych,PSYC,"Chen, F.",2,83,2.948433734939759
PSYC 201,Intro to Social Psych,PSYC,"Laurent, S.",8,306,2.929607843137255
PSYC 201,Intro to Social Psych,PSYC,"Cho, H.",3,133,2.897894736842105
PSYC 201,Intro to Social Psych,PSYC,"Ur, Y.",1,44,2.8795454545454544
PSYC 201,Intro to Social Psych,PSYC,"Zarkada, S.",1,39,2.702051282051282
PSYC 204,Intro to Brain and Cognition,PSYC,"Dolcos, S.",18,1227,3.4502363488182564
PSYC 207,Psych of Prejudice & Discrim,PSYC,All Sections,4,291,3.4881786941580755
PSYC 207,Psych of Prejudice & Discrim,PSYC,"Rios, K.",1,68,3.637647058823529
PSYC 207,Psych of Prejudice & Discrim,PSYC,"Dugan, K.",2,151,3.4482781456953653
PSYC 207,Psych of Prejudice & Discrim,PSYC,"Junkins, E.",1,72,3.430694444444444
PSYC 210,Behavioral Neuroscience,PSYC,All Sections,10,1569,2.715379222434672
PSYC 210,Behavioral Neuroscience,PSYC,"Gulley, J.",1,173,3.01757225433526
PSYC 210,Behavioral Neuroscience,PSYC,"Juraska, J.",9,1396,2.6779297994269338
PSYC 216,Child Psych,PSYC,All Sections,13,2252,3.105901420959148
PSYC 216,Child Psych,PSYC,"Hyde, D.",3,273,3.3005494505494504
PSYC 216,Child Psych,PSYC,"Yuile, A.",1,22,3.228181818181818
PSYC 216,Child Psych,PSYC,"Fisher, C.",5,1157,3.116041486603284
PSYC 216,Child Psych,PSYC,"Wood, E.",3,600,3.0285333333333333
PSYC 216,Child Psych,PSYC,"Rudolph, K.",1,200,3.0002
PSYC 224,Cognitive Psych,PSYC,All Sections,12,2058,3.1991739552964042
PSYC 224,Cognitive Psych,PSYC,"Federmeier, K.",2,440,3.3136363636363635
PSYC 224,Cognitive Psych,PSYC,"Sahakyan, L.",7,1319,3.2076573161485973
PSYC 224,Cognitive Psych,PSYC,"Dulas, M.",1,253,3.0
PSYC 224,Cognitive Psych,PSYC,"Lo, Y.",2,46,2.9565217391304346
PSYC 230,Perception & Sensory Processes,PSYC,All Sections,19,2980,3.464355704697986
PSYC 230,Perception & Sensory Processes,PSYC,"Lleras Buetti, S.",14,1571,3.4785805219605344
PSYC 230,Perception & Sensory Processes,PSYC,"Lleras, A.",5,1409,3.4484953867991477
PSYC 235,Intro to Statistics,PSYC,All Sections,14,567,3.0132451499118162
PSYC 235,Intro to Statistics,PSYC,"Wang, M.",2,68,3.426911764705882
PSYC 235,Intro to Statistics,PSYC,"Simons, D.",4,185,3.097621621621622
PSYC 235,Intro to Statistics,PSYC,"Cervantes Boter, V.",1,38,3.079473684210526
PSYC 235,Intro to Statistics,PSYC,"He, S.",1,43,3.038837209302325
PSYC 235,Intro to Statistics,PSYC,"Neu Line, E.",1,40,2.9
PSYC 235,Intro to Statistics,PSYC,"Regenwetter, M.",4,155,2.838967741935484
PSYC 235,Intro to Statistics,PSYC,"Huang, Y.",1,38,2.5971052631578946
PSYC 238,Psychopathol & Probs in Living,PSYC,All Sections,80,3134,3.038069559668156
PSYC 238,Psychopathol & Probs in Living,PSYC,"Venerable, W.",8,327,3.4672171253822635
PSYC 238,Psychopathol & Probs in Living,PSYC,"Sbrilli, M.",2,79,3.1945569620253167
PSYC 238,Psychopathol & Probs in Living,PSYC,"Lu, Y.",2,91,3.1538461538461537
PSYC 238,Psychopathol & Probs in Living,PSYC,"Kwapil, T.",30,1189,3.1188141295206053
PSYC 238,Psychopathol & Probs in Living,PSYC,"Hankin, B.",8,349,3.0795128939828076
PSYC 238,Psychopathol & Probs in Living,PSYC,"Berenbaum, H.",5,200,3.0302999999999995
PSYC 238,Psychopathol & Probs in Living,PSYC,"Hohl, K.",2,70,2.9859999999999993
PSYC 238,Psychopathol & Probs in Living,PSYC,"Chia, T.",2,75,2.915733333333333
PSYC 238,Psychopathol & Probs in Living,PSYC,"Han, J.",2,82,2.898170731707317
PSYC 238,Psychopathol & Probs in Living,PSYC,"Ariss, T.",2,87,2.8160919540229887
PSYC 238,Psychopathol & Probs in Living,PSYC,"Caumiant, E.",2,79,2.7936708860759496
PSYC 238,Psychopathol & Probs in Living,PSYC,"MacNear, K.",2,83,2.775180722891566
PSYC 238,Psychopathol & Probs in Living,PSYC,"Castro Leon, A.",2,65,2.712769230769231
PSYC 238,Psychopathol & Probs in Living,PSYC,"Griffith, J.",1,40,2.7085
PSYC 238,Psychopathol & Probs in Living,PSYC,"Perriello, C.",2,75,2.7024
PSYC 238,Psychopathol & Probs in Living,PSYC,"Monette, M.",1,36,2.647777777777778
PSYC 238,Psychopathol & Probs in Living,PSYC,"Shenouda, C.",4,94,2.5178723404255323
